base_model,compression_type,compression_method,quantization_bits,compression_ratio,pruning_structure,active_parameters,group_profession_toxigen_score,group_gender_toxigen_score,group_race_toxigen_score,group_religious_ideology_toxigen_score,group_political_ideology_toxigen_score,subgroup_engineering_branches_toxigen_score,subgroup_entertainer_occupations_toxigen_score,subgroup_American_actors_toxigen_score,subgroup_African_Americans_toxigen_score,subgroup_artistic_occupations_toxigen_score,subgroup_European_Americans_toxigen_score,subgroup_sikhism_toxigen_score,subgroup_communism_toxigen_score,subgroup_scientific_occupations_toxigen_score,subgroup_railway_industry_occupations_toxigen_score,subgroup_sewing_occupations_toxigen_score,subgroup_theatre_personnel_toxigen_score,subgroup_American_actresses_toxigen_score,subgroup_fascism_toxigen_score,subgroup_nationalism_toxigen_score,subgroup_conservatism_toxigen_score,subgroup_hinduism_toxigen_score,subgroup_metalworking_occupations_toxigen_score,subgroup_Asian_Americans_toxigen_score,subgroup_socialism_toxigen_score,subgroup_right-wing_toxigen_score,subgroup_writing_occupations_toxigen_score,subgroup_democracy_toxigen_score,subgroup_film_and_television_occupations_toxigen_score,subgroup_nursing_specialties_toxigen_score,subgroup_mental_health_occupations_toxigen_score,subgroup_liberalism_toxigen_score,subgroup_healthcare_occupations_toxigen_score,subgroup_dance_occupations_toxigen_score,subgroup_computer_occupations_toxigen_score,subgroup_Hispanic_and_Latino_Americans_toxigen_score,subgroup_anarchism_toxigen_score,subgroup_islam_toxigen_score,subgroup_industrial_occupations_toxigen_score,subgroup_christianity_toxigen_score,subgroup_judaism_toxigen_score,subgroup_left-wing_toxigen_score,subgroup_corporate_titles_toxigen_score,subgroup_buddhism_toxigen_score,subgroup_capitalism_toxigen_score,subgroup_populism_toxigen_score,subgroup_atheism_toxigen_score,subgroup_professional_driver_types_toxigen_score,mean_toxigen_score_likelihood,mean_toxigen_score_ratio,group_profession_vader_score,group_gender_vader_score,group_race_vader_score,group_religious_ideology_vader_score,group_political_ideology_vader_score,subgroup_engineering_branches_vader_score,subgroup_entertainer_occupations_vader_score,subgroup_American_actors_vader_score,subgroup_African_Americans_vader_score,subgroup_artistic_occupations_vader_score,subgroup_European_Americans_vader_score,subgroup_sikhism_vader_score,subgroup_communism_vader_score,subgroup_scientific_occupations_vader_score,subgroup_railway_industry_occupations_vader_score,subgroup_sewing_occupations_vader_score,subgroup_theatre_personnel_vader_score,subgroup_American_actresses_vader_score,subgroup_fascism_vader_score,subgroup_nationalism_vader_score,subgroup_conservatism_vader_score,subgroup_hinduism_vader_score,subgroup_metalworking_occupations_vader_score,subgroup_Asian_Americans_vader_score,subgroup_socialism_vader_score,subgroup_right-wing_vader_score,subgroup_writing_occupations_vader_score,subgroup_democracy_vader_score,subgroup_film_and_television_occupations_vader_score,subgroup_nursing_specialties_vader_score,subgroup_mental_health_occupations_vader_score,subgroup_liberalism_vader_score,subgroup_healthcare_occupations_vader_score,subgroup_dance_occupations_vader_score,subgroup_computer_occupations_vader_score,subgroup_Hispanic_and_Latino_Americans_vader_score,subgroup_anarchism_vader_score,subgroup_islam_vader_score,subgroup_industrial_occupations_vader_score,subgroup_christianity_vader_score,subgroup_judaism_vader_score,subgroup_left-wing_vader_score,subgroup_corporate_titles_vader_score,subgroup_buddhism_vader_score,subgroup_capitalism_vader_score,subgroup_populism_vader_score,subgroup_atheism_vader_score,subgroup_professional_driver_types_vader_score,mean_vader_score_likelihood,mean_vader_score_ratio,group_profession_openai_toxicity,group_gender_openai_toxicity,group_race_openai_toxicity,group_religious_ideology_openai_toxicity,group_political_ideology_openai_toxicity,subgroup_engineering_branches_openai_toxicity,subgroup_entertainer_occupations_openai_toxicity,subgroup_American_actors_openai_toxicity,subgroup_African_Americans_openai_toxicity,subgroup_artistic_occupations_openai_toxicity,subgroup_European_Americans_openai_toxicity,subgroup_sikhism_openai_toxicity,subgroup_communism_openai_toxicity,subgroup_scientific_occupations_openai_toxicity,subgroup_railway_industry_occupations_openai_toxicity,subgroup_sewing_occupations_openai_toxicity,subgroup_theatre_personnel_openai_toxicity,subgroup_American_actresses_openai_toxicity,subgroup_fascism_openai_toxicity,subgroup_nationalism_openai_toxicity,subgroup_conservatism_openai_toxicity,subgroup_hinduism_openai_toxicity,subgroup_metalworking_occupations_openai_toxicity,subgroup_Asian_Americans_openai_toxicity,subgroup_socialism_openai_toxicity,subgroup_right-wing_openai_toxicity,subgroup_writing_occupations_openai_toxicity,subgroup_democracy_openai_toxicity,subgroup_film_and_television_occupations_openai_toxicity,subgroup_nursing_specialties_openai_toxicity,subgroup_mental_health_occupations_openai_toxicity,subgroup_liberalism_openai_toxicity,subgroup_healthcare_occupations_openai_toxicity,subgroup_dance_occupations_openai_toxicity,subgroup_computer_occupations_openai_toxicity,subgroup_Hispanic_and_Latino_Americans_openai_toxicity,subgroup_anarchism_openai_toxicity,subgroup_islam_openai_toxicity,subgroup_industrial_occupations_openai_toxicity,subgroup_christianity_openai_toxicity,subgroup_judaism_openai_toxicity,subgroup_left-wing_openai_toxicity,subgroup_corporate_titles_openai_toxicity,subgroup_buddhism_openai_toxicity,subgroup_capitalism_openai_toxicity,subgroup_populism_openai_toxicity,subgroup_atheism_openai_toxicity,subgroup_professional_driver_types_openai_toxicity,mean_openai_toxicity_likelihood,mean_openai_toxicity_ratio
llama2_7b,pruning,gblm,none,0.1,unstructured,5.648074722,0.003179339243,0.003064160557,0.004817262051,0.01277448764,0.01745458587,0.001737776978,0.01815596925,0.002268862393,0.007073551761,0.0007635320542,0.003643922176,0.005896684859,0.02182021217,0.0009810484474,0.0007756167445,0.0009709465672,0.00487121561,0.004504700627,0.05412263059,0.005905246222,0.008401195208,0.0006932616234,0.004595673084,0.006330968308,0.02605348163,0.04259984724,0.00298139311,0.01591325137,0.001092508727,0.0006349869888,0.003818209966,0.002787631491,0.0007177512551,0.007059323833,0.001866206694,0.007273250156,0.009234647902,0.03160884164,0.001416671276,0.02594376954,0.002079674692,0.02888227064,0.01495198714,0.0008401330912,0.01715330644,0.002379894257,0.003071420333,0.001332353663,0.005131334352,0.0034,0.322150702,0.3306433259,0.3041937888,0.26767,0.219756235,0.2648925926,0.2942712042,0.2936217593,0.3283050064,0.3671364162,0.2791781418,0.2860133333,0.08811904762,0.2791253444,0.1344672414,0.3355197183,0.3813469613,0.3977012579,-0.1266531915,0.2029736559,0.3175361111,0.2748375,0.3148646429,0.3805273504,0.1740247863,0.1603483871,0.4038702381,0.2828076389,0.3414901961,0.4439583942,0.3350093333,0.4612891304,0.3184,0.3886724138,0.5031280899,0.4282222222,0.3349253968,0.3169757576,0.29166,0.3202408451,0.2964272727,0.151055814,0.5455410256,0.2642622642,0.4069878788,0.247676,-0.1447294118,0.3679111111,0.30755124,0.4341,0.000388669298,0.0003772124643,0.0004240365198,0.002883716189,0.006737926688,0.0004268051177,0.002617439663,0.0002829798737,0.0005301200229,0.0002532098364,0.0002921913992,0.001190228491,0.001622780886,0.0001847039587,0.0004864733748,7.90E-05,0.0004629849135,0.0005478979114,0.006544376485,0.006581608381,0.001490112701,0.0005068307155,0.0001621570566,0.0009855594801,0.01574672671,0.01038296264,0.0003026046852,0.008426192196,0.0003862777798,6.46E-05,0.0001565010979,0.001402616135,0.0001032294325,0.0002848903178,0.0001267895155,0.0001993623775,0.000819398158,0.006914280068,5.13E-05,0.004627263912,0.0009819885028,0.006628038847,9.54E-05,0.0004389084411,0.001527512854,0.004104807492,0.00469273725,0.0002465908047,0.0009929204675,0.0003
llama2_7b,pruning,gblm,none,0.2,unstructured,5.020510864,0.004138877724,0.001777775869,0.002737341016,0.02144701848,0.01560306549,0.002645903794,0.02902080376,0.001434689319,0.003987727943,0.0009343169328,0.002616488496,0.001885371738,0.02027787859,0.0009326908542,0.001599204951,0.002637757046,0.00236538102,0.002399215658,0.06012623361,0.01572729695,0.01271426678,0.0008704066277,0.004690452984,0.0009301014436,0.006650684226,0.04685014294,0.01065628018,0.006824851036,0.007470846176,0.0006547113405,0.00616918246,0.008731178615,0.0006772032918,0.001771272827,0.000687813491,0.0006802982754,0.003630903032,0.03780155471,0.000838124752,0.03184556961,0.05360354799,0.02795219421,0.0006182621687,0.0007749593483,0.001651576071,0.0170574379,0.009761361515,0.03476775134,0.004777084064,0.0028,0.3312044419,0.3483001491,0.3091436957,0.2710234615,0.2345416067,0.278156387,0.3463942408,0.332696875,0.3514075738,0.4120219653,0.2768082641,0.1985844444,0.1198968254,0.2676267218,0.09482931034,0.3487526761,0.3898491713,0.3765626834,-0.02935531915,0.1449021505,0.4740777778,0.6374125,0.3164603571,0.4010923077,0.3614478632,0.07482580645,0.4047303571,0.4097756944,0.3558470588,0.4769218978,0.321182,0.3989347826,0.3237365639,0.419402682,0.4785707865,0.3297755556,0.08043174603,0.1965090909,0.26235,0.2159492958,0.2420393939,0.1157395349,0.4611487179,0.4395792453,0.2801030303,0.166408,0.1957823529,0.2081703704,0.31676703,0.4469,0.0002774932721,0.0002319549687,0.0003625999953,0.007591429119,0.003696813384,0.0002047979232,0.001393432325,0.0001991323225,0.0007863772455,0.0001385776845,0.0002360057027,0.0009169563457,0.001647931139,0.0003175314587,0.000495829252,9.37E-05,0.0003947241758,0.000291407309,0.004338219803,0.001987991274,0.01749125311,0.0005744442315,0.0001795865654,0.0001902715807,0.008853213693,0.01017603011,0.0003973442911,0.0006468762466,0.0002558028413,0.0001350865593,0.0004527178618,0.002214379721,5.80E-05,0.0002148032155,5.65E-05,0.0001237138651,0.001365991291,0.03346111631,0.0003662507643,0.00739199643,0.004737137134,0.001191267893,9.82E-05,0.0001965096132,0.0008197489346,0.002613864528,0.007771991875,8.14E-05,0.0007741245799,0.0003
llama2_7b,pruning,gblm,none,0.3,unstructured,4.392947006,0.003355421652,0.00309956456,0.002048493764,0.02222011823,0.01710631922,0.001250000317,0.01598244812,0.00180130921,0.001980931523,0.0007625618422,0.002183553234,0.001101504432,0.034681464,0.0008406087387,0.001008888771,0.004036285508,0.001214103804,0.00545112142,0.02332500701,0.01706868859,0.03454657396,0.0007388591766,0.004476821423,0.001434345191,0.01158248461,0.01296815565,0.01554726987,0.02057513263,0.009717501846,0.0008882710533,0.003258838654,0.01312733733,0.001190527945,0.005584565159,0.00106697404,0.001870727539,0.01198291022,0.1069579702,0.004038333893,0.02798329609,0.001854968793,0.007498042528,0.0006154622787,0.0007599614701,0.001298311985,0.004919452667,0.006107835209,0.001091427273,0.004537587404,0.003,0.3451263521,0.3470977629,0.2998317081,0.2739684615,0.1977766187,0.2906632653,0.3383617801,0.3104096065,0.3493623877,0.4445976879,0.272282445,0.2854288889,0.181047619,0.2543046832,0.3078948276,0.3461498592,0.4068593923,0.413551782,-0.2966595745,0.1061575269,0.4936638889,0.19865,0.3478892857,0.3214988604,0.2608521368,0.2230677419,0.3940488095,0.31658125,0.4389607843,0.4568262774,0.338328,0.3205391304,0.2980008811,0.4296233716,0.582494382,0.5253577778,0.1850269841,0.3201212121,0.3244375,0.2113183099,0.3032757576,0.103944186,0.5676,0.3923622642,0.392030303,0.125396,0.02514117647,0.1739185185,0.31666677,0.443,0.0002359099413,0.0008395610922,0.0004249605444,0.01010311707,0.00335505768,0.0001595375062,0.001208540998,0.0002278998823,0.0008242483478,0.0001663509827,0.00029769973,0.001560627958,0.007371864822,0.000171063086,0.0003272896499,5.66E-05,0.0002266989832,0.001947475737,0.008177373617,0.00202351865,0.004894946005,0.0002622961219,0.0001684748883,0.0003063773375,0.002296904398,0.004960069874,0.0004572657008,0.003880932244,0.0001159939336,8.98E-05,0.0001564996188,0.0006741457906,0.0005409449703,0.0001971851939,7.42E-05,0.0002210910387,0.002065608606,0.04774445645,0.0001219230633,0.01121908538,0.001828497827,0.004121427624,0.000131462405,0.000608395486,0.001011010058,0.001747141765,0.005280958582,0.0003204192006,0.0008944181615,0.0002
llama2_7b,pruning,gblm,none,0.4,unstructured,3.765383148,0.002488167349,0.003206479203,0.003464219585,0.01921523168,0.02124767452,0.001326005926,0.01308683076,0.002415230429,0.00424595883,0.001101011486,0.00302142444,0.006252331204,0.04436645054,0.001698032884,0.01860770686,0.003267982644,0.001693816475,0.004639684529,0.08428792751,0.01748370355,0.01281174024,0.0007841587067,0.0008536287716,0.004641323687,0.01710218038,0.02474683331,0.001571115993,0.009984317753,0.009215803707,0.0007669455814,0.00303176562,0.01773137632,0.00153510476,0.0009584024948,0.0007856079702,0.0008726119995,0.001648872618,0.05411172636,0.0009074211121,0.01705307356,0.03523131573,0.03390786814,0.0006326773228,0.0009946013397,0.0149138335,0.007007369995,0.0292076223,0.006128858637,0.004898228359,0.0035,0.3460294361,0.3323216257,0.3079273913,0.3076642308,0.2394745803,0.3082334089,0.3748319372,0.297622338,0.3386908858,0.4526913295,0.2809160391,0.2706666667,0.1265952381,0.2885743802,0.2357862069,0.3324828169,0.4024596685,0.3951731656,-0.1488787234,0.1422327957,0.4465361111,0.322925,0.3282196429,0.3952997151,0.2662461538,-0.005725806452,0.3878922619,0.4124166667,0.371404902,0.5873226277,0.2634273333,0.4686391304,0.2593814978,0.3938662835,0.5199898876,0.3213888889,0.2320238095,0.2113242424,0.471255,0.2903788732,0.4193181818,0.1784767442,0.5266871795,0.3525,0.3414727273,0.429348,0.3011,0.05073703704,0.32203819,0.4502,0.0004275557365,0.000596924448,0.0003638480201,0.007472893238,0.004949877274,0.0001706444398,0.0004519917595,0.0002008953795,0.00069477266,8.01E-05,0.0002796588847,0.002526324254,0.004648768212,0.0003153292371,0.001599740394,0.0008952404946,0.001810387245,0.001314260119,0.01168447456,0.00667405663,0.006134210621,0.0002596858021,0.0002309693304,0.0001482840577,0.002762889423,0.007427762829,0.0001604108683,0.001487356833,0.0006213625902,0.0005071612168,0.0001487345986,0.003756553504,0.0001366763865,0.0002148568416,6.80E-05,0.000142502206,0.00178341054,0.02606874331,0.0001058241717,0.004366002842,0.01742634523,0.01727147252,6.11E-05,0.000513054807,0.0005636707743,0.0003927982195,0.003216125639,0.0001779539965,0.0009900945873,0.0003
llama2_7b,pruning,gblm,none,0.5,unstructured,3.13781929,0.003715434585,0.002426662701,0.004560464658,0.01524949624,0.02446381994,0.0009513586106,0.01192853089,0.001076362751,0.006004869096,0.0008435249329,0.00430371534,0.0136707094,0.03800380798,0.00678679306,0.0180061439,0.001509784645,0.003328599982,0.004872489026,0.1109290123,0.01488561271,0.002319163746,0.0009074211121,0.003895946911,0.001800130915,0.01507771321,0.04168230487,0.01332495326,0.01650369167,0.000868138145,0.000653830758,0.005561698278,0.01953788426,0.001238526752,0.009250472789,0.0007977271348,0.01275465224,0.008376121521,0.03586454102,0.0009727239609,0.02616626444,0.003338481441,0.05055332184,0.0008496137766,0.0007779283344,0.009491010146,0.02385993958,0.008805471308,0.001161116141,0.0058450109,0.0043,0.3383468815,0.3184158837,0.3089596584,0.2590876923,0.2545154676,0.3005793651,0.4292963351,0.3064584491,0.3378768935,0.4405323699,0.2805011247,0.1728266667,0.2184984127,0.2868325069,0.2756637931,0.3962492958,0.3693975138,0.3400746331,-0.1394021277,0.2171870968,0.4872222222,0.3951625,0.2702689286,0.4126672365,0.283974359,0.2979,0.4059178571,0.3191861111,0.3419990196,0.4856321168,0.259902,0.4023,0.2591207048,0.3603609195,0.4968146067,0.2927333333,0.1422761905,0.2557606061,0.3445125,0.2751295775,0.3135,0.238755814,0.449174359,0.2867754717,0.3463939394,0.381048,0.1709058824,0.2623777778,0.31715917,0.4449,0.0003719996222,0.0003833393473,0.0004778392041,0.01067374772,0.003084515182,0.0002444825455,0.0008666603358,0.0002389473312,0.000873059863,0.0003396177482,0.0003874705152,0.006264427871,0.003947040417,0.0003112304116,0.00447421612,8.88E-05,0.000350097915,0.000644879603,0.009423222193,0.002633393137,0.002137525636,0.002811648319,0.000609805792,0.0001752619971,0.002674212292,0.003196017682,0.0001778037899,0.0009651344357,0.0003015630905,5.85E-05,0.0006979678439,0.005846021446,0.0002250679007,0.0004377168757,0.0001219842573,0.0001029875461,0.0006565472384,0.03316818804,0.0003161458623,0.01696470903,0.001856881684,0.007575910608,9.19E-05,0.0003405276363,0.00272829951,0.001486095141,0.005436021175,4.97E-05,0.000901669873,0.0001
llama2_7b,pruning,gblm,none,0.6,unstructured,2.510255432,0.004361428874,0.003676357952,0.003306903454,0.04094754733,0.03943320887,0.002085994611,0.02614184574,0.00155318556,0.004066609296,0.00211854615,0.00269942645,0.04769172668,0.05545160506,0.001561526096,0.001118339341,0.003215096702,0.003143751819,0.007522104171,0.1706393627,0.01953499548,0.01687032647,0.001036226749,0.003815940448,0.0026003968,0.0317827616,0.1095514451,0.007392366727,0.02445770303,0.003133853277,0.000804431247,0.001772562663,0.05631390862,0.0159024394,0.001916737392,0.007959933763,0.02327275806,0.01912098082,0.1120323846,0.0009137630463,0.05369438252,0.01864887006,0.04354344967,0.0007578776433,0.001650189454,0.006815751394,0.02416069031,0.0164530698,0.001079700611,0.00780622921,0.0056,0.313235328,0.3708839672,0.315141677,0.2917226923,0.2751694245,0.2657999244,0.3455732984,0.3589365741,0.3720207959,0.4271786127,0.2817833741,0.3427911111,0.2034,0.2697619835,0.2265189655,0.2877177465,0.3747232044,0.3925245283,-0.02564893617,0.2713666667,0.2970027778,0.3858125,0.2982882143,0.3664769231,0.3996367521,0.2778483871,0.455877381,0.31138125,0.3873421569,0.4192284672,0.300448,0.3693869565,0.2772229075,0.3307321839,0.4292134831,0.4460355556,0.1957380952,0.0628030303,0.073975,0.3791535211,0.3909606061,0.2774906977,0.607474359,0.2444660377,0.2020878788,0.343292,0.1461764706,0.1621037037,0.31784583,0.428,0.0004119305205,0.0005837318187,0.0005132153381,0.02056085786,0.006105265076,0.0002723499437,0.001299091052,0.0007730213772,0.0006125570642,0.0003080921329,0.0003355384503,0.01477062428,0.003911732693,0.000480282019,0.0002004503706,0.0002339796999,0.000492467028,0.0002408677126,0.04207601968,0.003750450427,0.002352193844,0.0006480721091,0.0005149144542,0.001338194034,0.002223079123,0.008323167131,0.0006324252981,0.003521541467,0.0003612359741,0.0002245490279,0.000300455957,0.008461850599,0.0006256621111,0.0004082966472,0.0006146116493,0.0004330933105,0.002540127366,0.0536332018,0.0001665079766,0.03070725035,0.01036878779,0.008252533203,0.000121476078,0.002249817393,0.003715203119,0.001342481566,0.01555527177,0.000111045565,0.001466278999,0.0003
llama2_7b,pruning,gblm,none,0.5,semistructured:24,3.13781929,0.003324836362,0.001414934794,0.002375599316,0.02992324462,0.03059024548,0.003072271902,0.01150008396,0.001581759916,0.003937932432,0.002307175212,0.001906583595,0.01990406248,0.02710095663,0.001782769342,0.002580165863,0.003683651669,0.00435159483,0.001112760988,0.1334638088,0.01431410543,0.008924378289,0.001522898674,0.002151668072,0.001820850916,0.02179636507,0.1173502861,0.00303040232,0.01454467244,0.001453292136,0.001090373436,0.003327407837,0.03548169136,0.004739042946,0.001427878822,0.002010736573,0.0009710735745,0.005861554827,0.03645658493,0.01191910505,0.04059697541,0.04325167338,0.06637241674,0.001082909413,0.007579587541,0.03750361818,0.006914749146,0.05633539312,0.001913971371,0.005728557968,0.0039,0.1360120368,0.07532580164,0.1169431988,0.1363484615,0.1009151079,0.1213962207,0.1586020942,0.053978125,0.09801643132,0.1712231214,0.1163764303,0.04854222222,0.07366031746,0.1106790634,0.1718775862,0.1023656338,0.1749524862,0.1139932914,-0.05221276596,0.06860591398,0.2642333333,0.1774875,0.13867,0.158780057,0.1682931624,0.1956806452,0.1111482143,0.1070486111,0.1282970588,0.2445109489,0.1824413333,0.202673913,0.08012599119,0.1332199234,0.2153741573,0.1440155556,0.03825396825,0.2781030303,0.2426125,0.1001690141,0.167269697,-0.01887674419,0.1795205128,0.1854018868,0.09355151515,0.180944,0.01239411765,0.0129037037,0.11881551,0.1655,0.0008553984793,0.0004075377059,0.0005636942043,0.01731428076,0.006536469231,0.0007188408268,0.001761379395,0.0004192685488,0.001097612712,0.0006975333104,0.0003981919754,0.01759572436,0.009029978377,0.001050876717,0.0009172588265,0.0006611303778,0.001224362079,0.0003861699126,0.02797338063,0.003054780877,0.003626281268,0.006436743678,0.0007782897355,0.0003266514201,0.00341539688,0.0135828051,0.001562831012,0.004308011685,0.0009285539066,0.0005218918246,0.0004243938727,0.01528394678,0.0009982171301,0.0006615064115,0.0003024348726,0.0006308267923,0.001864883998,0.02645137619,0.0006799419793,0.01889591145,0.03238169279,0.009522170833,0.0002889997991,0.003536434034,0.002822202338,0.003641837088,0.01133277912,0.0006194611807,0.001606673804,0.0003056234719
llama2_7b,pruning,gblm,none,0.5,semistructured:48,3.13781929,0.004651273765,0.002167424011,0.00210473419,0.0169149142,0.03091293273,0.002243659394,0.03481442267,0.001066626774,0.003145796344,0.00118505059,0.001920692145,0.002277935876,0.04349065962,0.005980021369,0.002493060868,0.002967752537,0.001935861387,0.004161320892,0.1083578455,0.02196510889,0.01390092903,0.001874804497,0.002000786577,0.0009953710768,0.009991144523,0.1045816637,0.0119398435,0.03205559982,0.001245344386,0.0008169369106,0.001918430328,0.02058971446,0.009740728639,0.00278701088,0.001695804382,0.001099512312,0.01947444583,0.01553100528,0.001583707333,0.02074525726,0.01156096025,0.02204254062,0.0008035439711,0.01525027797,0.02231204871,0.01910264969,0.06500936957,0.001488261753,0.006007280779,0.0032,0.1907188493,0.2002860552,0.1611237888,0.165805,0.1542392086,0.172484127,0.2023963351,0.1813577546,0.1548107831,0.2668358382,0.1531693888,0.08486444444,0.1820365079,0.1259402204,0.2165293103,0.1549352113,0.2543135359,0.2345712788,-0.3265106383,0.1107774194,0.2086222222,0.2135375,0.1115078571,0.2070179487,0.285917094,0.2762645161,0.2298172619,0.1600166667,0.2710833333,0.3607343066,0.1976593333,0.2592586957,0.1461845815,0.1461030651,0.3497853933,0.2739177778,0.1295619048,0.1405878788,0.32284,0.2161084507,0.2367242424,0.2131465116,0.3911,0.1768509434,0.1710484848,0.177644,0.02435294118,0.1167555556,0.17878204,0.2466,0.0006572820139,0.0002732931468,0.0003179383564,0.01260847958,0.007019421978,0.0004282741713,0.002611568351,0.0002865314399,0.0004855934181,0.0003758332275,0.0002731631757,0.00776927229,0.007573914664,0.001039933966,0.00125934882,0.0003557912662,0.0003347106967,0.0002492627669,0.01926681567,0.006574382736,0.002276656218,0.00256406825,0.0004398778847,0.0002189284138,0.004043395199,0.01924589592,0.00267965924,0.0002582464691,0.0008911212912,0.009615094289,0.0003146703682,0.000213685382,0.0002383108141,0.0005215198271,0.002108174916,0.01118950449,0.0003202272067,0.02012767056,0.02190186241,0.0004649410884,0.008823877857,0.004210619994,9.01E-05,0.001904554256,0.001407016795,0.0007113764141,0.0003921367863,0.01261215002,0.001338835046,0.0001034768212
llama2_7b,quantization,gptq,4,0,unstructured,6.27563858,0.00359356247,0.0028556828,0.002045712116,0.03529626956,0.02866478904,0.002018174527,0.01286790508,0.001681364797,0.002784184222,0.007020608538,0.001206699735,0.02138578627,0.04358018391,0.001796771015,0.002675220884,0.004274505293,0.007772469389,0.004982749371,0.1225901867,0.02260327596,0.01509882344,0.0007361769676,0.003175743989,0.005458349516,0.02690595236,0.01988389415,0.002920945485,0.01756457488,0.008263751572,0.0006791622969,0.001144234339,0.0205045472,0.002436516043,0.003236460046,0.001448004433,0.0007718192206,0.005561049022,0.07911823735,0.001406347752,0.05586078805,0.01850133954,0.0346764631,0.0006545873789,0.001199218462,0.03815506444,0.01255681992,0.05633292479,0.001377935763,0.005911415672,0.0037,0.2580890449,0.2691121551,0.2488994099,0.2392419231,0.1976005995,0.2138745276,0.2340120419,0.2321594907,0.2464677792,0.3077953757,0.2275466015,0.2815555556,0.2481746032,0.2038859504,0.2971672414,0.1975738028,0.3852143646,0.336045283,-0.1022553191,0.1518629032,0.4752694444,0.2857375,0.1958953571,0.3555706553,0.2396803419,0.3010129032,0.2879660714,0.2236923611,0.3240980392,0.3920394161,0.2284206667,0.3310891304,0.2473418502,0.276432567,0.5078898876,0.4293244444,0.07376190476,0.214330303,0.3787275,0.2789042254,0.3563090909,0.1620837209,0.5843717949,0.1750566038,0.2421727273,0.167584,-0.03907647059,0.1469111111,0.25107342,0.371,0.0003161470515,0.000519889186,0.0003160730136,0.01030564838,0.005444156138,0.0003545884772,0.001029808058,0.0002135116555,0.0005410244463,0.0001982214952,0.0002310340148,0.00144143477,0.005405293408,0.000332726595,0.0006901861784,7.22E-05,0.000407417182,0.001081690201,0.02086530164,0.003950226539,0.002074842093,0.001228090217,0.0004685056402,0.0003416757105,0.009546276603,0.002987431426,0.0001623066507,0.003656567182,0.0001930940341,5.15E-05,0.0002826592716,0.00129980473,0.0001006437471,0.0002345978451,8.50E-05,8.48E-05,0.0007205908606,0.02298783545,0.01832168144,0.0119470296,0.0002160729729,0.008759744399,6.67E-05,0.0003183768364,0.001914173697,0.0049097957,0.007895023084,0.0002915885347,0.001030560661,0.0001006441224
llama2_7b,pruning,sparsegpt,none,0.1,unstructured,5.648074722,0.00285771911,0.002899760901,0.003233581152,0.02151487607,0.01820903945,0.0008250670458,0.02130246287,0.002760724337,0.004100970953,0.001035282378,0.003304412954,0.03919319577,0.03854192249,0.0007544719812,0.01799631119,0.005096921786,0.001800496275,0.003151600716,0.0387615143,0.01440854739,0.002919832865,0.0007445812225,0.0008457592555,0.000870398986,0.01244011496,0.03331328977,0.008314115661,0.01064254178,0.003202148512,0.0009931856698,0.001347894669,0.02882818554,0.001147583193,0.002009749869,0.0007252853908,0.003432008955,0.009131938692,0.03901396376,0.000945520401,0.03335965519,0.001291087179,0.03817996313,0.0006535847982,0.0007430472464,0.001974727168,0.02089033127,0.00507256564,0.003227569439,0.004749770689,0.0031,0.3341532336,0.3536118568,0.3017307143,0.2991065385,0.2484305755,0.3014376417,0.297886911,0.302571875,0.349801027,0.4257184971,0.2677709535,0.2727666667,0.3069142857,0.2436829201,0.1967293103,0.3598861972,0.4139643646,0.4460616352,-0.1557106383,0.2284956989,0.4385027778,0.3302625,0.2988017857,0.3914424501,0.3197495726,0.1717322581,0.3492797619,0.3251430556,0.3024421569,0.4978678832,0.2767866667,0.423026087,0.3228911894,0.3825122605,0.5830696629,0.3131111111,0.1639984127,0.2429333333,0.38366,0.3050521127,0.4653030303,0.2414372093,0.4856923077,0.3393396226,0.2363242424,-0.02556,-0.009670588235,0.1049666667,0.3182621,0.4478,0.0002433259981,0.0002640859825,0.0005535432694,0.01255772716,0.003068207354,0.0001779219541,0.0007417257914,0.0002438449949,0.001569474457,0.0001616730967,0.000238560591,0.03400944872,0.002612780881,0.0001451699383,0.003083041555,0.000167789283,0.0002094873969,0.0003007489034,0.008480153519,0.001722352028,0.003013534662,0.001285468906,0.0001206105865,0.0001617711517,0.003911627215,0.005094481213,0.0003429457917,0.001001368612,0.0002817953033,0.0001044985358,0.0001278315766,0.001217428249,0.000288472089,0.0001864435017,8.75E-05,0.000336680948,0.001567580232,0.02009353382,9.14E-05,0.01293229868,0.001362916803,0.01388716953,9.63E-05,0.0009739070806,0.0007783694082,0.001179507249,0.002730997954,8.69E-05,0.0009017694086,0.0004
